jobTitle,companyName,location,salary,employmentType,seniority,tags_skills,postedAt,jobId,jobUrl,companyUrl,description,url
Mechanik - záchranár,Benefity,Lozorno,"[""1318"",""1318"",""EUR"",""mesiac""]",plný úväzok,2 years,"Vzdelanie
stredoškolské s maturitou
Vzdelanie v odbore
Technický smer
Požadovaná prax
2
Vhodné pre absolventa
Nie
Prax na pozícii
záchranárstvo
Čo by si mal vedieť?
Prax: 2 roky v obore (hasičský a záchranný zbor )
Vodičské oprávnenie skupina B a C
100 % zdravotný stav je pre výkon záchranára nutnosťou
Vodičské oprávnenie skupina B a C, odolnosť voči psychickej záťaži

Oceníme flexibilitu, samostatnosť a schopnosť pracovať v tíme.",2025-09-26T00:00:00.000Z,5165061,https://www.profesia.sk/praca/nafta/O5165061,https://www.profesia.sk/praca/nafta-a-s/C15724,"Čakajú ťa úlohy banského záchranára v zmysle vyhlášky SBÚ č. 69/1988 Zb. o banskej záchrannej službe, podľa služobného poriadku HBZS a podľa plánu činnosti a pohotovosti HBZS.

Vykonávať budeš činnosti pri hasiacich prácach, záchrane osôb, zdolávaní havárií a iných mimoriadnych udalostiach s použitím hasičskej techniky, špeciálnej záchranárskej techniky, izolačných dýchacích prístrojov, oživovacej techniky, odevov proti sálavému teplu alebo odevov proti chemicky a biologicky nebezpečným látkam.

Nebojíš sa výšok? Čakajú na teba totiž aj činnosti vo výškach a nad voľnou hĺbkou s použitím horolezeckej techniky a techniky priemyselného lezenia.

V tvoje agende bude výkon požiarneho dozoru, zásahy a činnosti na plynárenských zariadeniach v rámci spoločnosti. Vykonávať budeš aj likvidácie prevádzkových havárií v rámci EÚ.

Vedenie a obsluha zásahových záchranárskych a hasičských automobilov a ostatnej techniky je súčasťou tvojho dňa. 

Tvoja účasť na školeniach a cvičeniach potrebných pre výkon činnosti na HBZS bude potrebná.

V tvojej agende bude aj obsluha plynových zariadení a tlakových nádob a plnenie tlakových nádob na  prepravu plynov stlačeným vzduchom.

Poradíš si aj ako viazač bremien a obsluha hydraulickej ruky.",https://www.profesia.sk/praca/nafta/O5165061?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
MARKETINGOVÝ ŠPECIALISTA JUNIOR PRE MODIVO GROUP,VAŠA NÁPLŇ PRÁCE,Bratislava,"[""1500"",""1500"",""EUR"",""mesiac""]",skrátený úväzok,junior,,2025-09-26T00:00:00.000Z,5165060,https://www.profesia.sk/praca/modivo-slovakia/O5165060,https://www.profesia.sk/praca/modivo-slovakia-s-r-o/C146890,,https://www.profesia.sk/praca/modivo-slovakia/O5165060?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Inžinier/ka kvality s flexibilnou pracovnou dobou,"Talent Solutions, s.r.o.",okres Bánovce nad Bebravou,"[""1700"",""1700"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2)
Vodičský preukaz
B
Osobnostné predpoklady a zručnosti
- znalosť anglického jazyka na úrovni B2
- pokročilú znalosť MS Excel a Word
- aspoň ročnú prax v oblasti kvality alebo na podobnej pozícii
- technické myslenie, orientácia vo výkresovej dokumentácii
- vodičský preukaz skupiny B a ochota cestovať",2025-09-26T00:00:00.000Z,5165064,https://www.profesia.sk/praca/talent-solutions/O5165064,https://www.profesia.sk/praca/talent-solutions-s-r-o/C139829,"Hľadáme skúseného Inžiniera kvality pre nášho významného klienta.
Staňte sa súčasťou dynamického tímu a podieľajte sa na zabezpečovaní špičkovej kvality. Ak máte skúsenosti v oblasti kvality a hľadáte výzvu v stabilnej modernej spoločnosti,  táto ponuka je pre vás.

Náplň práce:
- zodpovednosť za aplikovanie štandardov kvality a špecifických požiadaviek zákazníkov
- administrácia a koordinácia zákazníckych reklamácií
- aktívna komunikácia so zákazníkmi pri riešení problémov
- hodnotenie a audit u zákazníkov
- podpora oddelenia",https://www.profesia.sk/praca/talent-solutions/O5165064?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
McDonald´s Podunajské Biskupice hľadá Manažéra trainee,Koho hľadáme?,"Ulica Svornosti 12075/48, Podunajské Biskupice","[""1568"",""1568"",""EUR"",""mesiac""]",Podunajské Biskupice,,,2025-09-26T00:00:00.000Z,5165056,https://www.profesia.sk/praca/mcdonald-s/O5165056,https://www.profesia.sk/praca/mcdonald-s/C22848,"Niečo o nás:
Sme ikonou a jednotkou vo svete fastfoodu. Konkurencia je nám stále v pätách, ale my sme vždy o krok vpred. Je to práve kvôli našim zamestnancom, na ktorých sme pyšní. Bez ľudí by McDonald's neexistoval. Sme skvelá partia, ktorá rešpektuje každého jednotlivca. Veľa úspešných ľudí začínalo svoju kariéru práve prácou pod zlatými oblúkmi. Chceš vidieť do našej kuchyne a zažiť jedinečnú skúsenosť?

Koho hľadáme?
Manažérov ktorí budú viesť zmenu a team zamestnancov
Aké vlastnosti by si mal mať?
Spoľahlivosť, dochvíľnosť a zodpovedný prístup k práci
Zdvorilé a príjemné vystupovanie k hosťom a k svojim kolegom
Chuť a odvahu učiť sa nové veci
Zmysel pre tímovú prácu
Za koľko budeš pracovať?
Nástupná mzda 1568€ (po troch mesiacoch tréningu, navýšenie mzdy až do 1.618€)
Príspevok na udržiavanie uniformy 1,50€/odpracovaná hodina
Príplatok za nočné zmeny 1,876€/odpracovaná hodina
Príplatok za sobotu 2,345 €/odpracovaná hodina
Príplatok za nedeľu 4,690 €/odpracovaná hodina
Príplatok za nadčas 25% z priemernej hodinovej mzdy
Príplatok za sviatok 100% z priemernej hodinovej mzdy
Aké výhody môžeš očakávať?
Flexibilný pracovný čas
Bezplatné poskytnutie uniformy
Motivačné akcie minimálne 4x ročne (bowling, divadlo, chata, športový deň , vianočná party a iné.)
Strava po ukončení tréningu na manažérsku pozíciu zadarmo
Nápoje a káva zadarmo
Ovocie, sladkosti, čaje zadarmo
Príspevok pri narodení dieťaťa 200€
Príspevok pri uzavretí manželstva 100€
Iné bonusy o ktorých si povieme osobne
Čo ponúkame?
Priestor na sebarealizáciu
Skvelý tím, priateľskú atmosféru a dynamické prostredie
Istotu a zázemie nadnárodnej spoločnosti
Pravidelné, vysoko profesionálne školenia a tréningy
Výplata vždy v presne v stanovenom termíne
Zákonne uzavretý zmluvný vzťah
Poskytujeme odborné poradenstvo a psychologickú podporu
Čo ťa čaká?
Naučíš sa obsluhovať stroje pre prípravu produktov
Postaráš sa o čistotu strojov a reštaurácie
Budeš vyrábať naše ikonické burgre
Zistíš prečo sú naše hranolky také jedinečné
Budeš sa starať o našich zákazníkov
Staneš sa súčasťou skvelej partie ľudí",https://www.profesia.sk/praca/mcdonald-s/O5165056?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Junior účtovník/účtovníčka,"A.D.P. Accounting, s.r.o.","Hraničná 53, 821 05 Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)","[""1500"",""1500"",""EUR"",""mesiac""]",plný úväzok,junior,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
ekonomické
Ostatné znalosti
Podvojné účtovníctvo - Pokročilý
POHODA (účtovníctvo) - Pokročilý
Microsoft Word - Pokročilý
Microsoft Outlook - Pokročilý
Microsoft Excel - Pokročilý
Strojopis - Pokročilý
Prax na pozícii/v oblasti
účtovník
Počet rokov praxe
2
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Vzdelanie v oblasti ekonómie alebo účtovníctva
Znalosť účtovného programu POHODA (výhodou, nie je podmienkou)
Zodpovedný a precízny prístup k práci
Schopnosť samostatnej aj tímovej práce
Ochota učiť sa nové postupy a ďalej sa vzdelávať v oblasti účtovníctva a daní
Pozitívny prístup k práci s modernými digitálnymi technológiami
Dôslednosť pri dodržiavaní termínov a pracovných postupov",2025-09-26T00:00:00.000Z,5165054,https://www.profesia.sk/praca/a-d-p-accounting/O5165054,https://www.profesia.sk/praca/a-d-p-accounting-s-r-o/C28995,"​Do nášho tímu hľadáme nového kolegu/kolegyňu so záujmom o moderné spracovanie účtovníctva a prácu s najnovšími technológiami, vrátane aplikácie na spracovanie účtovných dokladov Doklado. Ponúkame podporu skúseného teamleadera a dôkladné zaškolenie.

Náplň práce:

Účtovanie prijatých a vydaných faktúr a pokladničných dokladov,
Párovanie platieb,
Príprava a podávanie daňového priznania k DPH a kontrolného výkazu,
Postupne, po zaškolení, komunikácia s klientmi a orgánmi finančnej správy,
Spracovanie miezd zabezpečuje iný pracovník.

Typický pracovný deň:

Vyťaženie a prenos účtovných dokladov z Doklada,
Zaúčtovanie dokladov a párovanie platieb,
Príprava podkladov na DPH a kontrolný výkaz.

​",https://www.profesia.sk/praca/a-d-p-accounting/O5165054?search_id=2e169806-d8c5-4278-9fb3-7e6b0ccad6f5
Mechanical Engineer / Project Quality Engineer,"Aduco, s. r. o.",Košice,"[""2100"",""2100"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
technické
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2) alebo Nemecký jazyk - Stredne pokročilý (B2)
Ostatné znalosti
Microsoft Windows - Pokročilý
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti

- znalosť technickej dokumentácie
- zmysel pre detail
- analytické myslenie
- AJ min. na úrovni mierne pokročilý
- znalosti SAP výhodou",2025-09-26T00:00:00.000Z,5165053,https://www.profesia.sk/praca/aduco/O5165053,https://www.profesia.sk/praca/aduco-s-r-o/C237857,"


koordinácia spracovanie technickej dokumentácia - kontrolné plány, Fmea....
koordinácia spracovanie dokumentácie k  prípravkom
koordinácia vzorkovania pre zákazníka
analýza a optimalizácia pracovných postupov
spolupráca s konštruktérmi, projektovým tímom a ostatnými oddeleniami
konzultovanie technickej dokumentácie so zákazníkmi a riešenie ich požiadaviek",https://www.profesia.sk/praca/aduco/O5165053?search_id=2e169806-d8c5-4278-9fb3-7e6b0ccad6f5
Senior účtovník – líder tímu s atraktívnym finančným ohodnotením,"Talent Solutions, s.r.o.",Žilina,"[""2200"",""2200"",""EUR"",""mesiac""]","plný úväzok, živnosť",senior,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Ostatné znalosti
Podvojné účtovníctvo - Pokročilý
POHODA (účtovníctvo) - Pokročilý
Počet rokov praxe
5
Osobnostné predpoklady a zručnosti
- VŠ vzdelanie 2. stupňa ekonomického zamerania (výhodou)
- minimálne 5 rokov praxe v účtovníctve
- znalosť účtovného softvéru POHODA na pokročilej úrovni - podmienkou
- skúsenosť s vedením tímu
- analytické a organizačné schopnosti
- schopnosť pracovať pod tlakom",2025-09-26T00:00:00.000Z,5165059,https://www.profesia.sk/praca/talent-solutions/O5165059,https://www.profesia.sk/praca/talent-solutions-s-r-o/C139829,"Hľadáme skúseného senior účtovníka, ktorý má ambíciu viesť tím a posunúť účtovníctvo na vyššiu úroveň.
Ak máte silné odborné zázemie v oblasti účtovníctva, orientujete sa v legislatíve a zároveň vás baví práca s ľuďmi, táto pozícia je pre vás ako stvorená. Ako líder tímu účtovníkov budete zodpovedať za správnosť účtovných procesov a koordináciu každodennej práce kolegov s možnosťou mať podiel na zisku spoločnosťi.

Náplň práce:
- vedenie a a koordinácia tímu účtovného oddelenia
- zodpovednosť za odborný rozvoj tímu, metodické usmerňovanie, interný controlling
- aktívne sledovanie aktuálnych zmien v účtovnej a daňovej legislatíve
- zabezpečenie správnosti účtovania v súlade s platnými predpismi
- spracovanie štatistických výkazov, výkazov pre NBS
- spolupráca s kontrolnými a daňovými orgánmi štátnej správy",https://www.profesia.sk/praca/talent-solutions/O5165059?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Upratovačka,"Auto Gábriel, s r.o. Košice","Auto Gábriel - Audi Centrum Košice, Vozárova, Juh","[""900"",""900"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
Počet rokov praxe
1
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti

Fyzická zdatnosť
Organizovanie a plánovanie práce
Samostatnosť
Spoľahlivosť
Skúsenosti v upratovaní kancelárií výhodou",2025-09-26T00:00:00.000Z,5165051,https://www.profesia.sk/praca/auto-gabriel-kosice/O5165051,https://www.profesia.sk/praca/auto-gabriel-s-r-o-kosice/C18795,"Upratovanie a čistenie priestorov autosalónov, kancelárií
Odstraňovanie prachu a nečistôt z nábytku
Umývanie podláh (aj strojové), okien, sklenených dverí
Vysávanie kobercov
Čistenie WC toaliet a kuchyniek

Typický deň na pozícii upratovačky:

Ranná kontrola stavu priestorov, zistenie či sa niekde nezabudla nejaká nečistota
Upratovanie a čistenie priestorov podľa harmonogramu

Pracovná doba:

8 hodín denne
5 dní v týždni",https://www.profesia.sk/praca/auto-gabriel-kosice/O5165051?search_id=2e169806-d8c5-4278-9fb3-7e6b0ccad6f5
Office asistent,PRO EXTERIÉR s. r. o.,"Prievozská 6A, Ružinov","[""1100"",""1350"",""EUR"",""mesiac""]","plný úväzok, skrátený úväzok",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Ostatné znalosti
Microsoft Word - Pokročilý
Microsoft Excel - Pokročilý
Microsoft PowerPoint - Pokročilý
Internet - Pokročilý
Vodičský preukaz
B
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
komunikatívnosť 
samostatnosť

kreativita, nápaditosť

 spoľahlivosť, zodpovednosť",2025-09-26T00:00:00.000Z,5165052,https://www.profesia.sk/praca/pro-exterier/O5165052,https://www.profesia.sk/praca/pro-exterier-s-r-o/C236392,"spolupráca pri aktualizácii sociálnych médií, webovej stránky a pri marketingových
aktivitách
aktívna komunikácia so zákazníkmi, dodávateľmi, subdodávateľmi
preberanie a odosielanie zásielok
nahrávanie účtovných dokladov do interného systému a príprava podkladov pre
účtovníctvo

objednávanie spotrebného materiálu (kancelária, kuchynka, hygiena)
spracovanie ukončených zákaziek (fotodokumentácia, popis zákaziek)
úzka spolupráca s ostatnými oddeleniami spoločnosti
asistenčné práce vyplývajúce z dennej operatívy
",https://www.profesia.sk/praca/pro-exterier/O5165052?search_id=2e169806-d8c5-4278-9fb3-7e6b0ccad6f5
Vedúci oddelenia zdravotníctva,HEADSCOUT s.r.o.,Košice,"[""2000"",""2000"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2)
Osobnostné predpoklady a zručnosti

• Vysokoškolské vzdelanie II. stupňa (preferované zameranie: verejné zdravotníctvo, medicína, manažment v zdravotníctve, verejná správa, právo, ekonómia)


• Minimálne 5 rokov praxe v oblasti zdravotníctva

• Minimálne 3 roky skúseností na riadiacej pozícii

• Výhodou je skúsenosť v štátnej alebo verejnej správe

• Anglický jazyk na úrovni B2

• Vodičský preukaz skupiny B",2025-09-26T00:00:00.000Z,5165050,https://www.profesia.sk/praca/headscout/O5165050,https://www.profesia.sk/praca/headscout-s-r-o/C206488,"Hľadáme skúseného Vedúceho oddelenia zdravotníctva, ktorý bude zodpovedný za riadenie odborného tímu a vedenie zdravotníckej agendy. Pozícia si vyžaduje silné strategické myslenie, znalosť zdravotného systému Slovenskej republiky a preukázané skúsenosti s vedením tímu a projektového riadenia. 


• Riadenie 9-členného tímu zamestnancov oddelenia zdravotníctva


• Strategické plánovanie a implementácia zdravotnej politiky kraja

• Tvorba a realizácia zdravotníckych projektov a programov na podporu zdravia

• Zodpovednosť za plnenie úloh v oblasti zdravotníctva a humánnej farmácie

• Komunikácia s rezortnými inštitúciami a odbornou verejnosťou

• Efektívne hospodárenie s rozpočtom oddelenia a dohľad nad výdavkami

• Dohľad nad plnením strategických cieľov a KPI

• Úloha supervízora v rámci projektov samosprávy v oblasti zdravotníctva",https://www.profesia.sk/praca/headscout/O5165050?search_id=2e169806-d8c5-4278-9fb3-7e6b0ccad6f5
